UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED,DSTNCED1,DSTNCED2,DSTNCED3
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,1,R,128,3,A,.,R,3000,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,1,A,.,2,1,0,0
100636,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,1,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,2,2,3,1,1,3,2,Z,0,R,309,Z,0,R,252,Z,0,R,79,Z,0,R,0,2,R,6,R,8,R,75,R,95,R,390,R,590,R,420,R,510,R,460,R,660,R,18,R,24,R,16,R,25,R,16,R,23,B,.,B,.,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,1,R,35,A,.,1,1,2,1,2,2,-2,-2,2,1,R,246,1,R,21,R,4950,R,3850,A,.,1,Z,0,R,79,R,79,R,309,R,252,R,79,R,0,1,0,1,1,0,1,A,.,2,1,0,0
100636,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,1,R,110,1,R,15,R,3000,R,1000,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,0,0,0,2,1,3,1,2,3,3,1,1,4,1,R,415,R,522,R,172,R,283,R,159,R,185,R,3,R,7,1,R,0,R,0,R,354,R,100,A,.,A,.,A,.,A,.,A,.,A,.,R,18,R,23,R,18,R,23,R,16,R,23,B,.,B,.,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,146,1,146,1,146,1,146,1,R,35,R,35,1,1,1,1,1,1,-2,-2,1,1,R,851,1,R,19,R,3640,R,2280,A,.,2,R,162,R,192,R,354,R,937,R,455,R,344,R,10,1,0,1,1,0,1,A,.,2,1,1,0
100636,1,1,-2,1,1,0,1,2,9,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,0,1,-2,0,0,0,1,2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,3,1,1,3,2,R,575,R,139,R,402,R,79,R,197,R,47,R,0,R,0,2,R,115,R,47,R,180,R,74,R,470,R,590,R,480,R,610,B,.,B,.,R,19,R,26,R,17,R,25,R,17,R,26,B,.,B,.,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,30,A,.,1,1,2,1,2,2,-2,-2,1,1,R,500,1,R,21,A,.,A,.,R,3950,1,R,197,R,47,R,244,R,714,R,481,R,244,R,0,2,0,0,0,0,1,A,.,2,0,0,1
100636,0,1,0,0,0,0,4,-2,-2,55,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,1,R,0,A,.,1,1,2,1,1,2,-2,-2,2,1,R,742,1,R,21,R,4000,R,2812,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,0,0,1
100636,0,1,0,0,0,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,R,275,R,514,R,218,R,416,R,85,R,142,R,1,R,2,2,R,17,R,7,R,213,R,93,R,437,R,608,R,470,R,690,B,.,B,.,R,20,R,25,R,20,R,26,R,17,R,24,B,.,B,.,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,334,1,334,1,334,1,R,50,R,40,1,1,1,1,1,1,-2,-2,2,1,R,610,2,A,.,R,4600,R,3550,A,.,2,R,86,R,144,R,230,R,789,R,634,R,227,R,3,1,0,0,1,0,1,A,.,2,1,1,0
100636,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,1,2,1,2,3,3,1,1,3,1,R,450,R,865,R,342,R,680,R,173,R,324,R,3,R,7,1,R,27,R,5,R,473,R,93,B,.,B,.,R,485,R,605,B,.,B,.,R,20,R,26,R,21,R,28,R,17,R,24,B,.,B,.,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157,1,R,30,R,30,1,1,1,1,1,1,-2,-2,1,1,R,1253,1,R,19,R,3520,R,2002,A,.,2,R,176,R,331,R,507,R,1315,R,1022,R,497,R,10,1,0,0,1,0,2,R,7,2,1,1,0
100636,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,2,2,1,2,3,3,1,1,3,2,R,1050,R,1369,R,929,R,1211,R,459,R,598,R,7,R,14,2,R,23,R,2,R,1036,R,96,R,435,R,550,R,440,R,535,B,.,B,.,R,18,R,24,R,18,R,25,R,17,R,23,B,.,B,.,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,146,1,146,1,146,1,146,1,R,25,R,25,1,1,1,1,1,1,-2,-2,1,1,R,1200,2,A,.,R,2862,R,3374,A,.,2,R,466,R,612,R,1078,R,2419,R,2140,R,1057,R,21,1,0,0,1,0,1,A,.,2,1,1,0
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,B,.,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,4,-2,-2,95,0,0,1,0,1,1,1,0,0,0,0,0,2,1,3,1,2,1,3,1,1,4,1,R,896,R,1606,R,278,R,515,R,147,R,239,R,0,R,0,1,R,177,R,46,R,230,R,60,R,410,R,515,R,380,R,500,B,.,B,.,R,17,R,22,R,16,R,23,R,16,R,20,B,.,B,.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,1,R,25,R,100,1,1,1,1,1,1,-2,-2,2,1,R,1227,1,R,14,R,4692,R,4858,A,.,2,R,147,R,239,R,387,R,2502,R,793,R,386,R,1,2,0,0,0,0,1,A,.,2,0,0,1
100636,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,B,.,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,0,A,.,1,1,-2,2,2,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,1,A,.,2,1,0,0
100636,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,1,1,-2,0,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,1,1,1,1,0,0,4,-2,-2,54,0,1,0,0,1,0,1,1,0,1,1,0,2,1,3,1,2,1,2,1,1,3,2,R,1140,R,2077,R,804,R,1629,R,247,R,454,R,5,R,2,2,R,281,R,40,R,577,R,82,R,520,R,630,R,510,R,630,R,510,R,620,R,23,R,29,R,23,R,31,R,21,R,27,B,.,B,.,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,131,1,131,1,131,1,131,4,R,35,R,35,1,1,1,1,1,1,1,1,2,1,R,2015,1,R,19,R,4250,R,4000,A,.,2,R,252,R,456,R,708,R,3217,R,2433,R,701,R,7,2,0,0,0,0,1,A,.,2,1,1,0
100636,0,1,0,0,0,0,4,-2,-2,54,0,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,0,1,0,0,2,-2,1,198,1,198,2,-2,1,R,20,R,25,1,1,1,1,1,1,-2,-2,2,1,R,100,1,R,20,A,.,A,.,R,2500,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,1,A,.,2,0,0,1
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,B,.,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,B,.,A,.,1,1,2,1,1,2,-2,-2,1,1,R,89,1,R,10,R,1950,R,1037,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,1,0,1,A,.,2,1,0,0
100636,1,1,1,1,0,0,1,2,0,-2,1,1,0,1,1,1,1,1,0,1,1,0,2,1,3,2,3,3,3,1,1,3,2,R,2085,R,2685,R,1784,R,2375,R,855,R,1033,R,23,R,33,2,R,154,R,8,R,1790,R,92,R,445,R,570,R,440,R,580,R,440,R,555,R,20,R,25,R,20,R,27,R,18,R,25,R,6,R,8,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,134,1,134,1,134,1,134,1,R,35,R,35,1,1,1,1,1,1,1,1,1,1,R,3098,2,A,.,R,3900,R,3250,A,.,2,R,878,R,1066,R,1944,R,4770,R,4159,R,1888,R,56,1,0,0,1,0,1,A,.,2,1,1,0
100636,0,1,1,0,0,0,4,-2,-2,30,1,1,0,0,1,1,1,1,0,0,0,0,2,1,2,1,2,1,3,1,1,3,2,R,1101,R,1716,R,525,R,811,R,132,R,166,R,0,R,1,2,R,92,R,31,R,250,R,85,R,480,R,620,R,483,R,600,R,480,R,593,R,21,R,26,R,21,R,29,R,19,R,26,R,6,R,8,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,334,1,334,1,334,1,R,25,R,25,1,1,1,1,1,1,-2,-2,2,1,R,1016,2,A,.,R,5900,R,5396,A,.,2,R,132,R,167,R,299,R,2817,R,1336,R,298,R,1,1,0,0,1,0,2,R,5,2,1,1,0
100636,0,1,0,0,0,0,3,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,2,1,3,1,1,3,2,R,8,R,14,R,8,R,14,R,4,R,11,R,0,R,1,2,R,0,R,0,R,12,R,75,A,.,A,.,A,.,A,.,A,.,A,.,R,16,R,21,R,16,R,22,R,15,R,17,B,.,B,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,30,A,.,1,1,2,1,1,2,-2,-2,2,1,R,98,3,A,.,R,2550,A,.,A,.,2,R,4,R,12,R,16,R,22,R,22,R,15,R,1,1,0,0,1,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,1,2,3,1,1,3,2,R,1630,R,2836,R,651,R,1178,R,178,R,158,R,18,R,19,2,R,46,R,15,R,182,R,59,R,385,R,480,R,400,R,502,B,.,B,.,R,16,R,19,R,15,R,20,R,16,R,19,B,.,B,.,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,1,R,15,A,.,1,1,2,1,1,2,-2,-2,2,1,R,1006,1,R,19,R,3404,R,3652,A,.,2,R,196,R,177,R,373,R,4466,R,1829,R,336,R,37,1,0,0,1,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,4,-2,-2,76,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,146,1,146,2,-2,1,R,25,A,.,1,1,2,1,1,2,-2,-2,2,2,A,.,1,R,21,A,.,R,3484,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,1,0,0
100636,1,0,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,1,1,1,0,1,0,1,2,0,-2,0,0,1,0,1,0,1,1,0,0,1,0,2,1,3,1,2,3,3,1,1,2,1,R,2520,R,3749,R,1508,R,2397,R,633,R,1020,R,286,R,547,1,R,174,R,7,R,1168,R,47,B,.,B,.,B,.,B,.,B,.,B,.,R,18,R,24,R,18,R,25,R,17,R,23,B,.,B,.,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,134,1,134,1,134,1,134,1,R,30,R,50,1,1,1,1,1,1,1,2,1,1,R,2033,1,R,14,R,2840,R,3386,A,.,2,R,919,R,1567,R,2486,R,6269,R,3905,R,1653,R,833,1,0,0,1,0,1,A,.,2,1,1,0
100636,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,1,1,0,2,1,2,1,2,2,2,1,1,4,1,R,1321,R,1494,R,727,R,1089,R,334,R,482,R,0,R,3,1,R,352,R,43,R,606,R,74,R,400,R,490,R,390,R,500,R,400,R,510,R,17,R,22,R,16,R,22,R,16,R,22,R,5,R,7,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,1,161,1,R,25,R,35,1,1,1,1,1,1,1,1,2,1,R,2400,1,R,19,A,.,A,.,R,8450,1,R,334,R,485,R,819,R,2815,R,1816,R,816,R,3,1,0,0,1,0,1,A,.,2,0,0,1
100636,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,50,R,50,1,2,1,1,2,1,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,0,1,1,A,.,2,1,1,0
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,1,R,92,3,A,.,R,1400,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,0,1,A,.,2,1,0,0
100636,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,1,0,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,213,2,-2,1,213,1,R,50,R,60,1,1,1,1,1,1,-2,-2,1,1,R,946,2,A,.,R,5980,R,3600,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,1,1,0
